Location,Site,date,year,time,depth,transect,width,Family,Functional Group,species,length,number,a,b,Biomass,Total Biomass(kg)
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Balistidae,Grazer,blp.undu,14,1,0.0374,2.919,82.9,0.0829
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Balistidae,Grazer,blp.undu,16,1,0.0374,2.919,122.4,0.1224
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Balistidae,Grazer,blp.undu,18,1,0.0374,2.919,172.6,0.1726
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Zanclidae,Planktivore,zan.corn,16,6,0.0147,3.37,168.0,1.0078
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,hen.vari,15,1,0.0252,3.082,106.2,0.1062
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,hen.vari,16,1,0.0252,3.082,129.6,0.1296
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.klei,11,4,0.045,2.814,38.3,0.1534
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.mela,12,2,0.0267,3.049,52.1,0.1042
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.mela,13,1,0.0267,3.049,66.5,0.0665
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.orna,16,1,0.045,2.814,110.1,0.1101
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.baro,12,1,0.045,2.814,49.0,0.0490
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.baro,13,1,0.045,2.814,61.4,0.0614
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.vaga,13,1,0.0278,2.973,57.0,0.0570
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Picker,for.flav,12,1,0.0125,3,21.6,0.0216
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.luns,12,1,0.045,2.814,49.0,0.0490
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Chaetodontidae,Grazer,cha.luns,13,1,0.045,2.814,61.4,0.0614
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Scaridae,Grazer,sca.fors,22,1,0.0234,2.956,217.5,0.2175
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Scaridae,Grazer,chs.sord,16,1,0.0243,2.969,91.3,0.0913
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Acanthuridae,Grubber,cten.str,13,1,0.0231,3.063,59.7,0.0597
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,5,Acanthuridae,Planktivore,nas.vlam,20,3,0.0085,3.25,143.8,0.4314
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Labridae,Picker,che.tril,18,1,0.0197,2.993,112.6,0.1126
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Planktivore,hen.acum,12,3,0.0247,3.106,55.5,0.1666
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Serranidae,Piscivore,cep.urod,24,1,0.0282,2.818,218.6,0.2186
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Serranidae,Piscivore,cep.urod,20,1,0.0282,2.818,130.8,0.1308
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Serranidae,Piscivore,cep.leop,18,1,0.0115,3.109,91.9,0.0919
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Labridae,picker,hlg.doli,15,1,0.0065,3.254,43.6,0.0436
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Labridae,picker,hlg.doli,20,1,0.0065,3.254,111.3,0.1113
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Lethrinidae,piscivore,let.hara,25,1,0.0179,2.995,275.2,0.2752
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Pomacanthidae,Grazer,pyg.diac,14,1,0.0669,2.724,88.6,0.0886
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Pomacanthidae,Grazer,pyg.diac,15,1,0.0669,2.724,106.9,0.1069
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Balistidae,Planktivore,mel.vidu,20,3,0.0374,2.919,234.7,0.7042
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Balistidae,Grazer,blp.undu,12,1,0.0374,2.919,52.8,0.0528
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Balistidae,Grazer,blp.undu,20,1,0.0374,2.919,234.7,0.2347
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,hen.vari,12,1,0.0252,3.082,53.4,0.0534
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,hen.vari,14,2,0.0252,3.082,85.9,0.1717
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,hen.vari,15,1,0.0252,3.082,106.2,0.1062
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,hen.vari,16,1,0.0252,3.082,129.6,0.1296
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.klei,10,4,0.045,2.814,29.3,0.1173
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.mela,11,1,0.0267,3.049,40.0,0.0400
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.mela,12,1,0.0267,3.049,52.1,0.0521
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.meye,10,1,0.045,2.814,29.3,0.0293
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.meye,12,1,0.045,2.814,49.0,0.0490
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Chaetodontidae,Grazer,cha.luna,15,3,0.045,2.814,91.8,0.2753
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Scaridae,Grazer,chs.sord,28,1,0.0243,2.969,481.1,0.4811
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Scaridae,Grazer,sca.nigr,15,1,0.0134,3.16,69.8,0.0698
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Acanthuridae,Grubber,cten.str,10,2,0.0231,3.063,26.7,0.0534
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Acanthuridae,Grubber,cten.str,11,1,0.0231,3.063,35.8,0.0358
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Acanthuridae,Grubber,cten.str,12,1,0.0231,3.063,46.7,0.0467
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,5,Acanthuridae,Planktivore,nas.brevi,20,12,0.0107,3.243,177.3,2.1272
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Labridae,Picker,che.tril,20,5,0.0197,2.993,154.3,0.7716
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Labridae,Picker,hlg.doli,24,1,0.0065,3.254,201.4,0.2014
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Planktivore,mel.nige,20,8,0.0374,2.919,234.7,1.8779
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Planktivore,mel.vidu,20,1,0.0374,2.919,234.7,0.2347
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Planktivore,mel.vidu,22,1,0.0374,2.919,310.0,0.3100
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Grazer,blp.undu,12,1,0.0374,2.919,52.8,0.0528
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Grazer,blp.undu,16,1,0.0374,2.919,122.4,0.1224
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Balistidae,Grazer,blp.undu,17,1,0.0374,2.919,146.1,0.1461
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Zanclidae,Planktivore,zan.corn,15,3,0.0147,3.37,135.1,0.4054
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,hen.vari,14,1,0.0252,3.082,85.9,0.0859
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,hen.vari,15,1,0.0252,3.082,106.2,0.1062
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,cha.klei,12,6,0.045,2.814,49.0,0.2939
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,cha.mela,10,1,0.0267,3.049,29.9,0.0299
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,cha.mela,12,1,0.0267,3.049,52.1,0.0521
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,cha.luns,13,1,0.045,2.814,61.4,0.0614
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Chaetodontidae,Grazer,cha.luns,14,1,0.045,2.814,75.6,0.0756
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Scaridae,Grazer,chs.sord,17,1,0.0243,2.969,109.3,0.1093
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Scaridae,Grazer,sca.nigr,18,1,0.0134,3.16,124.1,0.1241
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Scaridae,Grazer,sca.nigr,20,1,0.0134,3.16,173.1,0.1731
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Sphyraenidae,Piscivore,sph.jell,80,1,0.00555,3,2841.6,2.8416
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,5,Acanthuridae,Grubber,cten.str,12,1,0.0231,3.063,46.7,0.0467
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Lutjanidae,Piscivore,aph.furc,35,1,0.0258,2.947,916.2,0.9162
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Planktivore,hen.acum,16,2,0.0247,3.106,135.7,0.2715
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Serranidae,Piscivore,cep.argu,25,1,0.0093,3.181,260.2,0.2602
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Balistidae,Planktivore,mel.nige,20,52,0.0374,2.919,234.7,12.2062
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Balistidae,Planktivore,mel.vidu,20,2,0.0374,2.919,234.7,0.4695
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Labridae,Picker,cor.auyg,22,1,0.0027,3.489,130.3,0.1303
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Zanclidae,Planktivore,zan.corn,18,8,0.0147,3.37,249.8,1.9984
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,hen.vari,15,2,0.0252,3.082,106.2,0.2124
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,hen.vari,16,1,0.0252,3.082,129.6,0.1296
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,cha.klei,10,11,0.045,2.814,29.3,0.3226
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,cha.mela,10,1,0.0267,3.049,29.9,0.0299
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,cha.mela,12,2,0.0267,3.049,52.1,0.1042
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Picker,for.flav,14,6,0.0125,3,34.3,0.2058
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,cha.raff,14,1,0.045,2.814,75.6,0.0756
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Chaetodontidae,Grazer,cha.raff,15,1,0.045,2.814,91.8,0.0918
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Scaridae,Grazer,chs.sord,17,1,0.0243,2.969,109.3,0.1093
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Scaridae,Grazer,chs.sord,18,1,0.0243,2.969,129.6,0.1296
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Scaridae,Grazer,chs.sord,22,1,0.0243,2.969,235.1,0.2351
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Pomacanthidae,Grazer,pyg.diac,16,1,0.0669,2.724,127.5,0.1275
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grubber,cten.str,10,1,0.0231,3.063,26.7,0.0267
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grubber,cten.str,11,1,0.0231,3.063,35.8,0.0358
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grubber,cten.str,12,1,0.0231,3.063,46.7,0.0467
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grubber,cten.str,14,1,0.0231,3.063,74.9,0.0749
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grazer,zeb.scop,12,1,0.0291,2.993,49.4,0.0494
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,5,Acanthuridae,Grazer,zeb.scop,13,1,0.0291,2.993,62.8,0.0628
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Picker,tha.luna,11,1,0.0211,2.832,18.8,0.0188
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Picker,tha.luna,12,1,0.0211,2.832,24.0,0.0240
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Picker,lab.dimi,6,1,0.0059,3.231,1.9,0.0019
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Picker,lab.dimi,7,2,0.0059,3.231,3.2,0.0063
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Picker,lab.dimi,8,1,0.0059,3.231,4.9,0.0049
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Anthiidae,Planktivore,psa.hutc,5,35,0.0137,3.149,2.2,0.0762
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Anthiidae,Planktivore,psa.hutc,8,12,0.0137,3.149,9.6,0.1147
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Anthiidae,Planktivore,psa.hutc,9,7,0.0137,3.149,13.9,0.0970
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Anthiidae,Planktivore,psa.squa,12,1,0.0137,3.149,34.3,0.0343
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Planktivore,cir.aura,8,12,0.0226,2.793,7.5,0.0903
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Labridae,Planktivore,cir.aura,10,1,0.0226,2.793,14.0,0.0140
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,amb.leuc,10,1,0.0297,2.936,25.6,0.0256
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,lpz.tapa,7,100,0.0226,2.793,5.2,0.5182
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,lpz.tapa,8,190,0.0226,2.793,7.5,1.4295
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,grazer,neg.nigr,8,3,0.0178,3.182,13.3,0.0399
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,grazer,neg.nigr,9,7,0.0178,3.182,19.4,0.1355
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,grazer,neg.nigr,10,3,0.0178,3.182,27.1,0.0812
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,neg.mela,12,1,0.0175,3.212,51.2,0.0512
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Grazer,neg.thor,9,1,0.0178,3.182,19.4,0.0194
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,7,7,0.0395,2.989,13.3,0.0928
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Grazer,pgy.lacr,8,10,0.0395,2.989,19.8,0.1977
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,pom.brac,9,3,0.045,2.814,21.8,0.0654
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,pom.lepi,6,3,0.0215,3.21,6.8,0.0203
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.caud,7,1,0.0229,3.175,11.0,0.0110
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.caud,8,5,0.0229,3.175,16.9,0.0844
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.caud,9,1,0.0229,3.175,24.5,0.0245
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.atri,5,5,0.0229,3.175,3.8,0.0190
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.atri,7,6,0.0229,3.175,11.0,0.0662
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.atri,8,3,0.0229,3.175,16.9,0.0506
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.tern,5,72,0.016,3.408,3.9,0.2777
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.tern,8,40,0.016,3.408,19.1,0.7654
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.tern,9,8,0.016,3.408,28.6,0.2287
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,7,4,0.0229,3.175,11.0,0.0442
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,8,1,0.0229,3.175,16.9,0.0169
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Labridae,Picker,tha.lute,9,3,0.013,3.042,10.4,0.0312
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Labridae,Picker,tha.lute,13,3,0.013,3.042,31.8,0.0954
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Labridae,Picker,bod.meso,11,1,0.0108,3.173,21.8,0.0218
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Labridae,Picker,hal.hort,15,1,0.016,2.987,52.1,0.0521
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Labridae,Planktivore,cir.aura,9,6,0.0226,2.793,10.5,0.0627
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,amb.leuc,10,3,0.0297,2.936,25.6,0.0769
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,lpz.tapa,7,150,0.0226,2.793,5.2,0.7772
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,lpz.tapa,8,50,0.0226,2.793,7.5,0.3762
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,neg.nigr,8,2,0.0178,3.182,13.3,0.0266
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,neg.nigr,9,6,0.0178,3.182,19.4,0.1161
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,neg.nigr,10,2,0.0178,3.182,27.1,0.0541
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,neg.thor,8,1,0.0178,3.182,13.3,0.0133
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,neg.thor,9,3,0.0178,3.182,19.4,0.0581
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,pgy.lacr,7,20,0.0395,2.989,13.3,0.2652
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,pgy.lacr,8,19,0.0395,2.989,19.8,0.3756
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,pom.brac,8,4,0.028,3.024,15.1,0.0603
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,pom.brac,9,3,0.028,3.024,21.5,0.0646
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,pom.lepi,7,4,0.0215,3.21,11.1,0.0444
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Grazer,pom.vaiu,8,1,0.028,3.024,15.1,0.0151
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,pom.molu,7,3,0.0305,3.012,10.7,0.0321
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,chr.atri,7,10,0.0229,3.175,11.0,0.1104
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,chr.tern,5,70,0.016,3.408,3.9,0.2700
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,chr.tern,8,6,0.016,3.408,19.1,0.1148
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,chr.tern,9,28,0.016,3.408,28.6,0.8005
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,7,12,0.0229,3.175,11.0,0.1325
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Picker,lab.dimi,7,1,0.0059,3.231,3.2,0.0032
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Picker,lab.dimi,8,1,0.0059,3.231,4.9,0.0049
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Anthiidae,Planktivore,psa.hutc,6,40,0.0137,3.149,3.9,0.1546
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Planktivore,cir.aura,6,8,0.0226,2.793,3.4,0.0270
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Planktivore,cir.aura,7,12,0.0226,2.793,5.2,0.0622
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Planktivore,cir.aura,8,8,0.0226,2.793,7.5,0.0602
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Labridae,Planktivore,cir.aura,9,6,0.0226,2.793,10.5,0.0627
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,neg.nigr,6,1,0.0178,3.182,5.3,0.0053
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,neg.nigr,8,1,0.0178,3.182,13.3,0.0133
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,neg.nigr,9,1,0.0178,3.182,19.4,0.0194
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,pgy.lacr,7,16,0.0395,2.989,13.3,0.2122
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,pgy.lacr,8,8,0.0395,2.989,19.8,0.1581
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,pom.brac,8,1,0.028,3.024,15.1,0.0151
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,pom.lepi,7,9,0.0215,3.21,11.1,0.0999
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Grazer,pom.vaiu,8,1,0.028,3.024,15.1,0.0151
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,chr.atri,6,3,0.0229,3.175,6.8,0.0203
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,chr.tern,5,40,0.016,3.408,3.9,0.1543
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,chr.marg,6,33,0.0229,3.175,6.8,0.2233
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,grazer,chy.talb,6,3,0.026,2.926,4.9,0.0148
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,3,1,Pomacentridae,Planktivore,pom.aurv,7,6,0.028,3.024,10.1,0.0604
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Labridae,Picker,tha.luna,8,1,0.0211,2.832,7.6,0.0076
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Labridae,Picker,tha.luna,10,1,0.0211,2.832,14.3,0.0143
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Labridae,Picker,lab.dimi,8,1,0.0059,3.231,4.9,0.0049
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Anthiidae,Planktivore,psa.hutc,7,12,0.0137,3.149,6.3,0.0754
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Anthiidae,Planktivore,psa.hutc,8,16,0.0137,3.149,9.6,0.1530
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Anthiidae,Planktivore,psa.hutc,9,3,0.0137,3.149,13.9,0.0416
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Anthiidae,Planktivore,psa.hutc,10,3,0.0137,3.149,19.3,0.0579
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Labridae,Planktivore,cir.aura,7,20,0.0226,2.793,5.2,0.1036
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Grazer,neg.nigr,8,1,0.0178,3.182,13.3,0.0133
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Grazer,neg.nigr,9,3,0.0178,3.182,19.4,0.0581
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Planktivore,acn.poly,6,16,0.0144,3.33,5.6,0.0899
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Planktivore,acn.poly,13,3,0.0144,3.33,73.8,0.2213
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Grazer,pgy.lacr,7,4,0.0395,2.989,13.3,0.0530
Uaro-ana,Site 2,04/12/16,2016,900,5-10m,4,1,Pomacentridae,Grazer,pgy.lacr,8,3,0.0395,2.989,19.8,0.0593
